ti_uid	target	indication_mesh_id	indication_mesh_term	combined_max_phase	trait_gpmap	trait_name_gpmap	gpmap_support	coloc_groups	pairwisecoloc_support	preinfomap_support
ALOX5-D029424	ALOX5	D029424	Pulmonary Disease, Chronic Obstructive	Launched	ukb-b-17219	Diagnoses - secondary ICD10: J45.9 Asthma, unspecified	FALSE	""	FALSE	FALSE
ALOX5-D029424	ALOX5	D029424	Pulmonary Disease, Chronic Obstructive	Launched	ukb-d-OTHER-ILD-CVD-COMORB	Other ILD-related CVD-co-morbidities	FALSE	""	FALSE	FALSE
ALOX5-D029424	ALOX5	D029424	Pulmonary Disease, Chronic Obstructive	Launched	ukb-d-PULMONARYDG	Other pulmonary diagnosis	FALSE	""	FALSE	FALSE
ALOX5-D029424	ALOX5	D029424	Pulmonary Disease, Chronic Obstructive	Launched	ukb-d-ILD-DIFF-DG	ILD differential diagnosis	FALSE	""	FALSE	FALSE
ALPL-D007014	ALPL	D007014	Hypophosphatasia	Launched	ebi-a-GCST90025947	Serum alkaline phosphatase levels	TRUE	4117;4119;4141	TRUE	TRUE
ALPL-D007014	ALPL	D007014	Hypophosphatasia	Launched	ebi-a-GCST90013991	Alkaline phosphatase levels (UKB data field 30610)	TRUE	4117;4144	TRUE	TRUE
ANGPT2-D008269	ANGPT2	D008269	Macular Edema	Launched	ebi-a-GCST010723	Early age-related macular degeneration	FALSE	""	FALSE	FALSE
ANGPT2-D008269	ANGPT2	D008269	Macular Edema	Launched	ukb-b-17194	Eye problems/disorders: Macular degeneration	FALSE	""	FALSE	FALSE
ANGPT2-D008269	ANGPT2	D008269	Macular Edema	Launched	ebi-a-GCST90013905	Macular degeneration (Firth correction)	FALSE	""	FALSE	FALSE
ANGPT2-D008269	ANGPT2	D008269	Macular Edema	Launched	ebi-a-GCST90013955	Macular degeneration (SPA correction)	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90018961	LDL cholesterol	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90018975	Triglycerides	TRUE	7541	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90025953	Total cholesterol levels	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90025955	Apolipoprotein A1 levels	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90025957	Triglyceride levels	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90029021	High cholesterol	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092883	LDL cholesterol levels	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST000760	Cholesterol, total	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092968	Cholesterol levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ukb-b-10912	Non-cancer illness code, self-reported: high cholesterol	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092972	Free cholesterol levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092814	Clinical LDL cholesterol levels	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092810	Ratio of apolipoprotein B to apolipoprotein A1 levels	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092978	Triglyceride levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092974	Total lipid levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092976	Phospholipid levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093028	Cholesterol levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90013882	High cholesterol (Firth correction)	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90013932	High cholesterol (SPA correction)	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ukb-b-12651	Diagnoses - secondary ICD10: E78.0 Pure hypercholesterolaemia	FALSE	""	TRUE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092829	Triglyceride levels in HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092890	Triglyceride levels in LDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092944	Cholesterol levels in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093003	Triglyceride levels in VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092841	Triglyceride levels in IDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093032	Free cholesterol levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092970	Cholesteryl ester levels in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092878	Triglyceride levels in large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092854	Triglyceride levels in large HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092969	Cholesterol to total lipids ratio in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092954	Triglyceride levels in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092866	Triglyceride levels in large LDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092926	Triglyceride levels in medium VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092914	Triglyceride levels in medium LDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093035	Concentration of very small VLDL particles	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092973	Free cholesterol to total lipids ratio in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093038	Triglyceride levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093036	Phospholipid levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093026	Triglyceride levels in very large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093014	Triglyceride levels in very large HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90019404	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial measurement	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093034	Total lipid levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092979	Triglycerides to total lipids ratio in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092977	Phospholipids to total lipids ratio in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092943	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093001	Phospholipid levels in VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092839	Phospholipid levels in IDL	TRUE	7507	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093030	Cholesteryl ester levels in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092923	Concentration of medium VLDL particles	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092950	Total lipid levels in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90014014	Triglyceride levels (UKB data field 30870)	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092971	Cholesteryl esters to total lipids ratio in small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092930	Total cholesterol minus HDL-C levels	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092975	Concentration of small VLDL particles	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092876	Phospholipid levels in large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092852	Phospholipid levels in large HDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093029	Cholesterol to total lipids ratio in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092952	Phospholipid levels in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092864	Phospholipid levels in large LDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093039	Triglycerides to total lipids ratio in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093037	Phospholipids to total lipids ratio in very small VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093050	Triglyceride levels in chylomicrons and extremely large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093033	Free cholesterol to total lipids ratio in very small VLDL	TRUE	7541	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093031	Cholesteryl esters to total lipids ratio in very small VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093024	Phospholipid levels in very large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092945	Cholesterol to total lipids ratio in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092857	Cholesterol to total lipids ratio in large LDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092845	Cholesterol to total lipids ratio in large HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092999	Total lipid levels in VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092991	Total phospholipid levels in lipoprotein particles	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092983	Ratio of triglycerides to phosphoglycerides	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092874	Total lipid levels in large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092842	Triglycerides to total lipids ratio in IDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092832	Cholesterol to total lipids ratio in IDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092879	Triglycerides to total lipids ratio in large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092855	Triglycerides to total lipids ratio in large HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093048	Phospholipid levels in chylomicrons and extremely large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092955	Triglycerides to total lipids ratio in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092867	Triglycerides to total lipids ratio in large LDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092869	Cholesterol to total lipids ratio in large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093022	Total lipid levels in very large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092953	Phospholipids to total lipids ratio in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092837	Total lipid levels in IDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093027	Triglycerides to total lipids ratio in very large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90085803	Lp a plasma levels conditional to rs4646272	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093017	Cholesterol to total lipids ratio in very large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092947	Cholesteryl esters to total lipids ratio in small HDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092990	Total concentration of lipoprotein particles	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90085709	Apo C_I plasma levels	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093046	Total lipid levels in chylomicrons and extremely large VLDL	FALSE	""	FALSE	TRUE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093051	Triglycerides to total lipids ratio in chylomicrons and extremely large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093041	Cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092877	Phospholipids to total lipids ratio in large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90092871	Cholesteryl esters to total lipids ratio in large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093049	Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	FALSE	""	FALSE	FALSE
ANGPTL3-D006938	ANGPTL3	D006938	Hyperlipoproteinemia Type II	Launched	ebi-a-GCST90093043	Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ebi-a-GCST90012105	Estradiol levels	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ebi-a-GCST90018799	Breast cancer	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-d-C3-BREAST-3	Malignant neoplasm of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-12227	Illnesses of siblings: Breast cancer	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-13584	Illnesses of mother: Breast cancer	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-8549	Diagnoses - main ICD10: D24 Benign neoplasm of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-16890	Cancer code, self-reported: breast cancer	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-20142	Diagnoses - secondary ICD10: Z85.3 Personal history of malignant neoplasm of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-7643	Diagnoses - secondary ICD10: Z80.3 Family history of malignant neoplasm of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-16641	Diagnoses - secondary ICD10: Z90.1 Acquired absence of breast(s)	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-16030	Operative procedures - main OPCS: B28.3 Excision of lesion of breast NEC	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-6352	Type of cancer: ICD10: C50.4 Upper-outer quadrant of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-12115	Diagnoses - main ICD10: C50.4 Upper-outer quadrant of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-7609	Operative procedures - main OPCS: B28.2 Partial excision of breast NEC	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-19041	Type of cancer: ICD10: C50.9 Breast, unspecified	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-20359	Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-3586	Operation code: breast surgery	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-2307	Diagnoses - main ICD10: C50.9 Breast, unspecified	FALSE	""	FALSE	FALSE
ANPEP-D001943	ANPEP	D001943	Breast Neoplasms	Launched	ukb-b-9107	Diagnoses - secondary ICD10: C50.9 Breast, unspecified	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST012235	Oral cavity and pharyngeal cancer	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST90018841	Esophageal cancer	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST90018929	Thyroid cancer	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST003739	Esophageal adenocarcinoma	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST90013863	Thyroid cancer (Firth correction)	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ebi-a-GCST90013867	Thyroid cancer (SPA correction)	FALSE	""	FALSE	FALSE
ANPEP-D006258	ANPEP	D006258	Head and Neck Neoplasms	Launched	ukb-b-17174	Type of cancer: ICD10: C44.4 Skin of scalp and neck	FALSE	""	FALSE	FALSE
ANPEP-D008228	ANPEP	D008228	Lymphoma, Non-Hodgkin	Launched	ebi-a-GCST90018878	Malignant lymphoma	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-8193	Cancer code, self-reported: bladder cancer	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-d-C67	Diagnoses - main ICD10: C67 Malignant neoplasm of bladder	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-9419	Operative procedures - main OPCS: M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-17599	Operative procedures - main OPCS: M42.1 Endoscopic resection of lesion of bladder	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-7047	Operative procedures - main OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-3475	Operative procedures - secondary OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ebi-a-GCST90016670	Kidney volume	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-18532	Operative procedures - main OPCS: M45.8 Other specified diagnostic endoscopic examination of bladder	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-18477	Operation code: bladder surgery	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-5421	Diagnoses - main ICD10: C67.9 Bladder, unspecified	FALSE	""	FALSE	FALSE
ANPEP-D009396	ANPEP	D009396	Wilms Tumor	Launched	ukb-b-12729	Operation code: nephrectomy/kidney removed	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST006465	Endometrial cancer (endometrioid histology)	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST90018817	Cervical cancer	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST90018838	Endometrial cancer	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST90018889	Ovarian cyst	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST90044902	Polycystic ovary syndrome (adjusted for age)	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-18157	Type of cancer: ICD10: C56 Malignant neoplasm of ovary	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-8777	Cancer code, self-reported: cervical cancer	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-13545	Cancer code, self-reported: uterine/endometrial cancer	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-12931	Operation code: ovarian cyst removal/surgery	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ebi-a-GCST90012078	Ovarian cancer-related tumor marker CA 125 levels	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-1822	Operation code: endometrial ablation	FALSE	""	FALSE	FALSE
ANPEP-D010051	ANPEP	D010051	Ovarian Neoplasms	Launched	ukb-b-13815	Operation code: ovarian/tubal surgery	FALSE	""	FALSE	FALSE
